"doc_id","sentence_blurb"
"1-100/United States v. Abbott, 87 F.4th 616","Willett, Circuit Judge, dissenting: In response to millions of illegal border crossings in recent years, accompanied by millions of pounds of smuggled drugs, Texas Governor Greg Abbott deployed a floating barrier along a 1,000-foot stretch of the Rio Grande near Eagle Pass, a popular crossing spot. The bright orange chain of tethered buoys—a floating border wall anchored to the riverbed by concrete blocks—is Governor Abbott's latest effort to quell the record influx of illegal crossings, something he has declared an ""invasion."" Today, the majority opinion upholds the district court's grant of a preliminary injunction requiring Texas [**36] to cease work on the barrier and shift it to the Texas riverbank."
"1-100/United States v. Abbott, 87 F.4th 616","The bright orange chain of tethered buoys—a floating border wall anchored to the riverbed by concrete blocks—is Governor Abbott's latest effort to quell the record influx of illegal crossings, something he has declared an ""invasion."" Today, the majority opinion upholds the district court's grant of a preliminary injunction requiring Texas [**36] to cease work on the barrier and shift it to the Texas riverbank. I disagree and would vacate the injunction entered by the district court, as the United States has failed to carry its burden on any of the four preliminary injunction factors."
"1-100/United States v. Abbott, 87 F.4th 616","I disagree and would vacate the injunction entered by the district court, as the United States has failed to carry its burden on any of the four preliminary injunction factors. With deepest admiration for my colleagues, I respectfully dissent. * * * ""A preliminary injunction is an extraordinary [*636] remedy"" not to be granted freely.1 The district court should deny relief ""unless the party seeking it has clearly carried the burden of persuasion""2 by showing four things: (1) they are likely to succeed on the merits, (2) they are likely to suffer irreparable harm without an injunction, (3) the balance of the equities tips in their favor, and (4) an injunction is in the public interest.3 As for factor one—likelihood of success on the merits—the United States' claim under § 10 of the Rivers and Harbors Act (RHA) is unlikely to prevail.4 Both the district court and the majority opinion cite inapplicable statutes, treaties, cases, and other evidence to argue that this segment of the Rio Grande is navigable and thus subject to the RHA."
"1-100/United States v. Abbott, 87 F.4th 616","With deepest admiration for my colleagues, I respectfully dissent. * * * ""A preliminary injunction is an extraordinary [*636] remedy"" not to be granted freely.1 The district court should deny relief ""unless the party seeking it has clearly carried the burden of persuasion""2 by showing four things: (1) they are likely to succeed on the merits, (2) they are likely to suffer irreparable harm without an injunction, (3) the balance of the equities tips in their favor, and (4) an injunction is in the public interest.3 As for factor one—likelihood of success on the merits—the United States' claim under § 10 of the Rivers and Harbors Act (RHA) is unlikely to prevail.4 Both the district court and the majority opinion cite inapplicable statutes, treaties, cases, and other evidence to argue that this segment of the Rio Grande is navigable and thus subject to the RHA. But the district court's erroneous navigability finding—and the majority's affirmance—cannot be squared with a century-plus of precedent."
"1-100/United States v. Abbott, 87 F.4th 616","But the district court's erroneous navigability finding—and the majority's affirmance—cannot be squared with a century-plus of precedent. The United States also falls short on the three other preliminary injunction factors."
"1-100/United States v. Abbott, 87 F.4th 616","The United States also falls short on the three other preliminary injunction factors. It is entirely unclear how the preliminary injunction—which orders the barrier to be moved, but not removed (as Mexico demands)—remedies the United States' diplomatic harms."
"1-100/United States v. Abbott, 87 F.4th 616","It is entirely unclear how the preliminary injunction—which orders the barrier to be moved, but not removed (as Mexico demands)—remedies the United States' diplomatic harms. And as for the balance of the equities and public interest, the United States offers no substantiated record evidence that could justify a preliminary injunction."
"1-100/United States v. Abbott, 87 F.4th 616","And as for the balance of the equities and public interest, the United States offers no substantiated record evidence that could justify a preliminary injunction. I The United States has not shown a likelihood of success on the merits of its claim under the first two clauses of RHA § 10."
"1-100/United States v. Abbott, 87 F.4th 616","I The United States has not shown a likelihood of success on the merits of its claim under the first two clauses of RHA § 10. Under both clauses, the United States must show that this 1,000-foot stretch of the Rio Grande is navigable—but it cannot."
"1-100/United States v. Abbott, 87 F.4th 616","Under both clauses, the United States must show that this 1,000-foot stretch of the Rio Grande is navigable—but it cannot. More than a century of precedent points to only one conclusion: This 1,000-foot segment is not navigable."
"1-100/United States v. Abbott, 87 F.4th 616","More than a century of precedent points to only one conclusion: This 1,000-foot segment is not navigable. The majority opinion and the district court overlook this well-settled law and distort the test for navigability."
"1-100/United States v. Abbott, 87 F.4th 616","The majority opinion and the district court overlook this well-settled law and distort the test for navigability. Despite the majority's and district court's many attempts to argue otherwise, the United States has not shown that it will likely prevail in demonstrating that these 1,000 feet were historically used or susceptible of use in interstate or foreign commerce and thus historically navigable.5 The majority does not reach the district [**38] court's alternative holding—that this Rio Grande segment is navigable because reasonable improvements could make it susceptible of future commercial use."
"1-100/United States v. Abbott, 87 F.4th 616","Despite the majority's and district court's many attempts to argue otherwise, the United States has not shown that it will likely prevail in demonstrating that these 1,000 feet were historically used or susceptible of use in interstate or foreign commerce and thus historically navigable.5 The majority does not reach the district [**38] court's alternative holding—that this Rio Grande segment is navigable because reasonable improvements could make it susceptible of future commercial use. But the district court erred there, too: The United States cannot show that it will likely prevail in establishing navigability on this ground because [*637] it has failed to present evidence that any improvements would be reasonable.6 A In upholding the district court's finding of historical navigability, the majority opinion repeats many of the district court's mistakes—and makes some new ones of its own. 1 Start with the mistakes that the majority opinion and the district court share."
"1-100/United States v. Abbott, 87 F.4th 616","But the district court erred there, too: The United States cannot show that it will likely prevail in establishing navigability on this ground because [*637] it has failed to present evidence that any improvements would be reasonable.6 A In upholding the district court's finding of historical navigability, the majority opinion repeats many of the district court's mistakes—and makes some new ones of its own. 1 Start with the mistakes that the majority opinion and the district court share. Both recite statutes, treaties, a 1975 study by the United States Army Corps of Engineers (the Corps), and cases that they say show historical navigability."
"1-100/United States v. Abbott, 87 F.4th 616","Both recite statutes, treaties, a 1975 study by the United States Army Corps of Engineers (the Corps), and cases that they say show historical navigability. But this evidence does not show that this 1,000-foot segment of the Rio Grande was historically used or susceptible of use in commerce."
"1-100/United States v. Abbott, 87 F.4th 616","But this evidence does not show that this 1,000-foot segment of the Rio Grande was historically used or susceptible of use in commerce. First, the statutes."
"1-100/United States v. Abbott, 87 F.4th 616","First, the statutes. The district court should not have relied on these statutes to find navigability."
"1-100/United States v. Abbott, 87 F.4th 616","The district court should not have relied on these statutes to find navigability. In Oklahoma v."
"1-100/United States v. Abbott, 87 F.4th 616","In Oklahoma v. Texas, the Supreme Court said in no uncertain terms that a similar act that ""provided in substance that there should be no interference with navigation [**39] . . . was only precautionary and not intended as an affirmation of navigable capacity in that locality.""7 The statutes cited by the district court and the majority, like the statute in Oklahoma, do not make the necessary factual findings8 that the Rio Grande was used or susceptible of use in commerce; they only prohibit obstructions to navigation.9 In Oklahoma, the Supreme Court explained that this prohibitory language was merely Congress playing it safe by barring obstructions in case that segment of the river turned out to be navigable.10 We should not read these statutes as saying more than they do."
"1-100/United States v. Abbott, 87 F.4th 616","Texas, the Supreme Court said in no uncertain terms that a similar act that ""provided in substance that there should be no interference with navigation [**39] . . . was only precautionary and not intended as an affirmation of navigable capacity in that locality.""7 The statutes cited by the district court and the majority, like the statute in Oklahoma, do not make the necessary factual findings8 that the Rio Grande was used or susceptible of use in commerce; they only prohibit obstructions to navigation.9 In Oklahoma, the Supreme Court explained that this prohibitory language was merely Congress playing it safe by barring obstructions in case that segment of the river turned out to be navigable.10 We should not read these statutes as saying more than they do. Second, the treaties."
"1-100/United States v. Abbott, 87 F.4th 616","Second, the treaties. Like the district court, the majority points to the Treaty of Guadalupe Hidalgo and the Gadsden Treaty, which require the United States and Mexico to maintain ""free and common"" ""navigation of"" the Rio Grande below New Mexico."
"1-100/United States v. Abbott, 87 F.4th 616","Like the district court, the majority points to the Treaty of Guadalupe Hidalgo and the Gadsden Treaty, which require the United States and Mexico to maintain ""free and common"" ""navigation of"" the Rio Grande below New Mexico. But point is all the majority and district court do."
"1-100/United States v. Abbott, 87 F.4th 616","But point is all the majority and district court do. They give no reason—because there is none—why these treaties establish navigability and are not merely precatory."
"1-100/United States v. Abbott, 87 F.4th 616","They give no reason—because there is none—why these treaties establish navigability and are not merely precatory. Even a cursory review of the case law shows that these treaties do not establish navigability."
"1-100/United States v. Abbott, 87 F.4th 616","Even a cursory review of the case law shows that these treaties do not establish navigability. In United States v."
"1-100/United States v. Abbott, 87 F.4th 616","In United States v. Rio Grande Dam & Irrigation Company, the Supreme Court [**40] said that these treaties [*638] obligated the United States ""to preserve . . . the navigability of its navigable waters.""11 That is, whether the river is navigable is a preliminary question that is not answered by the treaties themselves."
"1-100/United States v. Abbott, 87 F.4th 616","Rio Grande Dam & Irrigation Company, the Supreme Court [**40] said that these treaties [*638] obligated the United States ""to preserve . . . the navigability of its navigable waters.""11 That is, whether the river is navigable is a preliminary question that is not answered by the treaties themselves. Oklahoma suggests the same."
"1-100/United States v. Abbott, 87 F.4th 616","Oklahoma suggests the same. Like the statute in Oklahoma, these treaties do not make specific factual findings of navigability and provide only that there should be no interference with ""free and common"" navigation.12 On Oklahoma's reasoning, then, the treaties are not ""affirmation[s] of navigable capacity"" but rather ""precautionary"" statements that navigability should not be obstructed where it exists.13 Because the treaties cannot establish navigability, the majority opinion also improperly relies on the United States Coast Guard's 1984 navigability determination—which itself relies on these treaties."
"1-100/United States v. Abbott, 87 F.4th 616","Like the statute in Oklahoma, these treaties do not make specific factual findings of navigability and provide only that there should be no interference with ""free and common"" navigation.12 On Oklahoma's reasoning, then, the treaties are not ""affirmation[s] of navigable capacity"" but rather ""precautionary"" statements that navigability should not be obstructed where it exists.13 Because the treaties cannot establish navigability, the majority opinion also improperly relies on the United States Coast Guard's 1984 navigability determination—which itself relies on these treaties. Third, the Corps's 1975 study."
"1-100/United States v. Abbott, 87 F.4th 616","Third, the Corps's 1975 study. The majority opinion and the district court cite the Corps's 1975 study and subsequent determination that the Rio Grande is navigable—but the Corps never found navigability based on historical or then-current use.14 The Corps observed that there was ""no [then-current] commercial activity occurring within"" that stretch of the [**41] river and that there were only ""sketchy accounts on [past] use."" The Corps instead found navigability based on the treaties and the Supreme Court's decision in Rio Grande Dam, which, as I explain, was improper."
"1-100/United States v. Abbott, 87 F.4th 616","The majority opinion and the district court cite the Corps's 1975 study and subsequent determination that the Rio Grande is navigable—but the Corps never found navigability based on historical or then-current use.14 The Corps observed that there was ""no [then-current] commercial activity occurring within"" that stretch of the [**41] river and that there were only ""sketchy accounts on [past] use."" The Corps instead found navigability based on the treaties and the Supreme Court's decision in Rio Grande Dam, which, as I explain, was improper. The majority opinion admits that the Corps's navigability finding was not based on past use—but it inconspicuously relegates that concession to a footnote and avoids mentioning that the Corps criticized the historical evidence on which it now relies."
"1-100/United States v. Abbott, 87 F.4th 616","The majority opinion admits that the Corps's navigability finding was not based on past use—but it inconspicuously relegates that concession to a footnote and avoids mentioning that the Corps criticized the historical evidence on which it now relies. Like the district court, the majority opinion looks under the hood at the Corps's historical findings."
"1-100/United States v. Abbott, 87 F.4th 616","Like the district court, the majority opinion looks under the hood at the Corps's historical findings. But the majority's and district court's analyses of this historical evidence are flawed."
"1-100/United States v. Abbott, 87 F.4th 616","But the majority's and district court's analyses of this historical evidence are flawed. Both overlook a key feature of the test for navigability: Use of the river must have been more than ""sporadic,"" ""ineffective,""15 and ""exceptional.""16 Any evidence of past use in the Corps's study is too sporadic and exceptional to establish historical navigability."
"1-100/United States v. Abbott, 87 F.4th 616","Both overlook a key feature of the test for navigability: Use of the river must have been more than ""sporadic,"" ""ineffective,""15 and ""exceptional.""16 Any evidence of past use in the Corps's study is too sporadic and exceptional to establish historical navigability. The majority opinion and the district court both cite an anecdote that, in 1850, ""[a] keelboat and a skiff, manned by sixteen men, ascended the river by channel to a point a thousand miles above the head of steam travel,"" which was Roma, Texas."
"1-100/United States v. Abbott, 87 F.4th 616","The majority opinion and the district court both cite an anecdote that, in 1850, ""[a] keelboat and a skiff, manned by sixteen men, ascended the river by channel to a point a thousand miles above the head of steam travel,"" which was Roma, Texas. But the district court omitted—and the majority [**42] opinion overlooks—that this historical account also described the expedition as ""an astonishing penetration for a river with so little water."" And they ignore the Corps's comment that ""[t]here is no showing that substantial items of commerce were shipped from [Roma]"" at the time of the expedition."
"1-100/United States v. Abbott, 87 F.4th 616","But the district court omitted—and the majority [**42] opinion overlooks—that this historical account also described the expedition as ""an astonishing penetration for a river with so little water."" And they ignore the Corps's comment that ""[t]here is no showing that substantial items of commerce were shipped from [Roma]"" at the time of the expedition. In context, this expedition is at most an ""exceptional"" use of the river, which does not suffice to show navigability.17 [*639] In addition, the Corps stated that ""there apparently has never been any 'practical navigation' between Roma . . . and El Paso"" and that ""at normal stages the river apparently was not navigable above Rio Grande City."" Even ""during periods of sufficient flow,"" only ""fishing boats and other shallow draft craft"" could navigate the river."
"1-100/United States v. Abbott, 87 F.4th 616","In context, this expedition is at most an ""exceptional"" use of the river, which does not suffice to show navigability.17 [*639] In addition, the Corps stated that ""there apparently has never been any 'practical navigation' between Roma . . . and El Paso"" and that ""at normal stages the river apparently was not navigable above Rio Grande City."" Even ""during periods of sufficient flow,"" only ""fishing boats and other shallow draft craft"" could navigate the river. As the Supreme Court explained, navigability does not extend to ""every small creek in which a fishing skiff or gunning canoe can be made to float at high water.""18 Rather, to be historically navigable, the river must have been suitable ""as [a] highway[] for commerce, over which trade and travel [was] or [could have been] conducted in the customary modes of trade and travel on water.""19 There is no evidence of that here."
"1-100/United States v. Abbott, 87 F.4th 616","As the Supreme Court explained, navigability does not extend to ""every small creek in which a fishing skiff or gunning canoe can be made to float at high water.""18 Rather, to be historically navigable, the river must have been suitable ""as [a] highway[] for commerce, over which trade and travel [was] or [could have been] conducted in the customary modes of trade and travel on water.""19 There is no evidence of that here. As the Corps said, any [**43] accounts of the river's use were ""sketchy,"" and ""actual accounts of commercial travel [were] lacking."" And given the ""serious ecological objections to any channelization"" and ""doubtful"" economic justifications, there were no reasonable improvements that could have permitted commercial use of that stretch of the river.20 Because the Corps's study does not show that the river segment was used or susceptible of use in commerce, it does not support the district court's finding of historical navigability."
"1-100/United States v. Abbott, 87 F.4th 616","As the Corps said, any [**43] accounts of the river's use were ""sketchy,"" and ""actual accounts of commercial travel [were] lacking."" And given the ""serious ecological objections to any channelization"" and ""doubtful"" economic justifications, there were no reasonable improvements that could have permitted commercial use of that stretch of the river.20 Because the Corps's study does not show that the river segment was used or susceptible of use in commerce, it does not support the district court's finding of historical navigability. Fourth, the cases."
"1-100/United States v. Abbott, 87 F.4th 616","Fourth, the cases. The majority opinion and the district court cite cases that mention past ferry traffic across the Rio Grande at Eagle Pass."
"1-100/United States v. Abbott, 87 F.4th 616","The majority opinion and the district court cite cases that mention past ferry traffic across the Rio Grande at Eagle Pass. But bank-to-bank traffic alone has never established navigability."
"1-100/United States v. Abbott, 87 F.4th 616","But bank-to-bank traffic alone has never established navigability. Because the test for historical navigability turns on whether the water was used or susceptible of use as a ""highway for commerce,"" there must also be evidence of commerce or navigation along the river.21 Consistent with this view, the Supreme Court in United States v."
"1-100/United States v. Abbott, 87 F.4th 616","Because the test for historical navigability turns on whether the water was used or susceptible of use as a ""highway for commerce,"" there must also be evidence of commerce or navigation along the river.21 Consistent with this view, the Supreme Court in United States v. Appalachian Electric Power Company did not rely solely on evidence of ten ""small public ferries going from one bank to the other"" to find navigability.22 Rather, the Court cited ample evidence of boating and commerce [**44] along the river, including ""[f]ourteen authenticated instances of use . . . by explorers and trappers,"" ""general historical references to the river as a water route for the early fur traders,"" and ""evidence of actual use of [one segment] for commerce.""23 Our circuit has taken the same [*640] approach."
"1-100/United States v. Abbott, 87 F.4th 616","Appalachian Electric Power Company did not rely solely on evidence of ten ""small public ferries going from one bank to the other"" to find navigability.22 Rather, the Court cited ample evidence of boating and commerce [**44] along the river, including ""[f]ourteen authenticated instances of use . . . by explorers and trappers,"" ""general historical references to the river as a water route for the early fur traders,"" and ""evidence of actual use of [one segment] for commerce.""23 Our circuit has taken the same [*640] approach. In Puente de Reynosa, S.A. v."
"1-100/United States v. Abbott, 87 F.4th 616","In Puente de Reynosa, S.A. v. City of McAllen, we noted that there was ferrying across the river—but we also observed ""that high-pressure steamboats [previously] made frequent trips up [that segment of] the Rio Grande"" and that ""small boats continue to be navigated on the river"" before finding that segment navigable.24 Accordingly, without sufficient evidence of past use or susceptibility to use in commerce along this 1,000-foot Rio Grande segment, there can be no finding of historical navigability."
"1-100/United States v. Abbott, 87 F.4th 616","City of McAllen, we noted that there was ferrying across the river—but we also observed ""that high-pressure steamboats [previously] made frequent trips up [that segment of] the Rio Grande"" and that ""small boats continue to be navigated on the river"" before finding that segment navigable.24 Accordingly, without sufficient evidence of past use or susceptibility to use in commerce along this 1,000-foot Rio Grande segment, there can be no finding of historical navigability. As explained, the ""sketchy"" historical accounts of activity along the river are nowhere near as extensive as those in Appalachian Electric and do not establish navigability."
"1-100/United States v. Abbott, 87 F.4th 616","As explained, the ""sketchy"" historical accounts of activity along the river are nowhere near as extensive as those in Appalachian Electric and do not establish navigability. The majority opinion thus repeats the district court's mistakes."
"1-100/United States v. Abbott, 87 F.4th 616","The majority opinion thus repeats the district court's mistakes. Both engage only partially with the case law and record, overlooking signs that this stretch of the [**45] river was not used or susceptible of use in commerce—and thus not historically navigable. 2 In an attempt to bolster the district court's erroneous conclusions, the majority opinion points to additional historical anecdotes and the Supreme Court's opinion in Rio Grande Dam."
"1-100/United States v. Abbott, 87 F.4th 616","Both engage only partially with the case law and record, overlooking signs that this stretch of the [**45] river was not used or susceptible of use in commerce—and thus not historically navigable. 2 In an attempt to bolster the district court's erroneous conclusions, the majority opinion points to additional historical anecdotes and the Supreme Court's opinion in Rio Grande Dam. But in doing so, it makes two new, unforced errors: It would have us ignore Texas geography and give dispositive weight to an out-of-context quote from the Supreme Court."
"1-100/United States v. Abbott, 87 F.4th 616","But in doing so, it makes two new, unforced errors: It would have us ignore Texas geography and give dispositive weight to an out-of-context quote from the Supreme Court. First, the majority opinion quotes historical anecdotes that refer to other parts of the Rio Grande—not this specific 1,000-foot segment near Eagle Pass."
"1-100/United States v. Abbott, 87 F.4th 616","First, the majority opinion quotes historical anecdotes that refer to other parts of the Rio Grande—not this specific 1,000-foot segment near Eagle Pass. Whether the Rio Grande was historically navigable along these other segments has zero bearing here because we analyze navigability of this segment only.25 Consider the majority opinion's quote from the 1949 book Rio Grande, River of Destiny by Laura Gilpin."
"1-100/United States v. Abbott, 87 F.4th 616","Whether the Rio Grande was historically navigable along these other segments has zero bearing here because we analyze navigability of this segment only.25 Consider the majority opinion's quote from the 1949 book Rio Grande, River of Destiny by Laura Gilpin. Nothing in that quote suggests that this 1,000-foot stretch is within the 200 navigable miles that Gilpin describes."
"1-100/United States v. Abbott, 87 F.4th 616","Nothing in that quote suggests that this 1,000-foot stretch is within the 200 navigable miles that Gilpin describes. The quote mentions the 200-mile segment and then says that goods were brought to the Rio Grande's mouth at the Gulf of Mexico, more than two hundred miles from inland Eagle Pass."
"1-100/United States v. Abbott, 87 F.4th 616","The quote mentions the 200-mile segment and then says that goods were brought to the Rio Grande's mouth at the Gulf of Mexico, more than two hundred miles from inland Eagle Pass. This suggests that Gilpin's 200-mile navigable [**46] segment started at the Rio Grande's mouth and thus stopped short of where the barrier is today."
"1-100/United States v. Abbott, 87 F.4th 616","This suggests that Gilpin's 200-mile navigable [**46] segment started at the Rio Grande's mouth and thus stopped short of where the barrier is today. The majority's quote from People and Plots on the Rio Grande suffers from a similar geographic flaw."
"1-100/United States v. Abbott, 87 F.4th 616","The majority's quote from People and Plots on the Rio Grande suffers from a similar geographic flaw. That quote describes navigation ""between [Fort] Ringgold and Brownsville, and to some extent as far up as Laredo.""26 But our 1,000-foot segment is much further inland than Fort Ringgold, Brownsville, and Laredo."
"1-100/United States v. Abbott, 87 F.4th 616","That quote describes navigation ""between [Fort] Ringgold and Brownsville, and to some extent as far up as Laredo.""26 But our 1,000-foot segment is much further inland than Fort Ringgold, Brownsville, and Laredo. These quotes are thus irrelevant."
"1-100/United States v. Abbott, 87 F.4th 616","These quotes are thus irrelevant. Second, the majority opinion omits the context surrounding the Supreme Court's comment in Rio Grande Dam that courts may take judicial notice ""[t]hat the Rio Grande, speaking generally, is a navigable [*641] river.""27 After stripping the qualifying language, the majority says we should give this quote ""great, if not dispositive, weight."" The surrounding language in Rio Grande Dam shows that this quote is not persuasive, let alone dispositive."
"1-100/United States v. Abbott, 87 F.4th 616","Second, the majority opinion omits the context surrounding the Supreme Court's comment in Rio Grande Dam that courts may take judicial notice ""[t]hat the Rio Grande, speaking generally, is a navigable [*641] river.""27 After stripping the qualifying language, the majority says we should give this quote ""great, if not dispositive, weight."" The surrounding language in Rio Grande Dam shows that this quote is not persuasive, let alone dispositive. The Supreme Court suggested only that courts could take judicial notice ""[t]hat the Rio Grande, speaking generally, is a navigable river"" because it is common knowledge.28 The Court was careful to underscore a critical point: ""[H]ow far up the stream navigability extends . . . should be determined by evidence"" if it is [**47] not ""a matter of general knowledge, or one that ought to be generally known.""29 The Court added, ""[I]t is not so clear that it can fairly be said . . . [that it is] a matter of common knowledge at what particular place between its mouth and its source navigability ceases.""30 In Rio Grande Dam, the Supreme Court tellingly did not take judicial notice that the Rio Grande was navigable within New Mexico—instead, it examined ""affidavits and other evidence.""31 And, the real kicker, it concluded that the segment was not navigable.32 Judicial notice of the Rio Grande's general capacity for navigation clearly does not displace or even supplement our standard fact-driven, segment-by-segment navigability test."
"1-100/United States v. Abbott, 87 F.4th 616","The Supreme Court suggested only that courts could take judicial notice ""[t]hat the Rio Grande, speaking generally, is a navigable river"" because it is common knowledge.28 The Court was careful to underscore a critical point: ""[H]ow far up the stream navigability extends . . . should be determined by evidence"" if it is [**47] not ""a matter of general knowledge, or one that ought to be generally known.""29 The Court added, ""[I]t is not so clear that it can fairly be said . . . [that it is] a matter of common knowledge at what particular place between its mouth and its source navigability ceases.""30 In Rio Grande Dam, the Supreme Court tellingly did not take judicial notice that the Rio Grande was navigable within New Mexico—instead, it examined ""affidavits and other evidence.""31 And, the real kicker, it concluded that the segment was not navigable.32 Judicial notice of the Rio Grande's general capacity for navigation clearly does not displace or even supplement our standard fact-driven, segment-by-segment navigability test. As today's dispute shows, the navigability of this 1,000-foot Rio Grande segment is far from common knowledge."
"1-100/United States v. Abbott, 87 F.4th 616","As today's dispute shows, the navigability of this 1,000-foot Rio Grande segment is far from common knowledge. The Supreme Court's comment about judicial notice thus has no role here."
"1-100/United States v. Abbott, 87 F.4th 616","The Supreme Court's comment about judicial notice thus has no role here. In sum, there is not sufficient evidence to find that the United States is likely to prevail in showing that this specific 1,000-foot stretch of the Rio Grande was historically used or susceptible of use in commerce."
"1-100/United States v. Abbott, 87 F.4th 616","In sum, there is not sufficient evidence to find that the United States is likely to prevail in showing that this specific 1,000-foot stretch of the Rio Grande was historically used or susceptible of use in commerce. The district court clearly erred in finding navigability on this ground."
"1-100/United States v. Abbott, 87 F.4th 616","The district court clearly erred in finding navigability on this ground. B Because the majority [**48] opinion affirms the district court's finding that this 1,000-foot segment was historically navigable, it does not reach the district court's alternative holding: that this part of the river is navigable because it could be used for commerce with reasonable improvements.33 I would reject this alternative holding, too."
"1-100/United States v. Abbott, 87 F.4th 616","B Because the majority [**48] opinion affirms the district court's finding that this 1,000-foot segment was historically navigable, it does not reach the district court's alternative holding: that this part of the river is navigable because it could be used for commerce with reasonable improvements.33 I would reject this alternative holding, too. Navigable waters include those that are not presently used as highways for commerce but could be after reasonable improvements.34 Key is the word ""reasonable.""35 That is, ""[t]here must be a balance between cost and need at a time when the improvement would be useful.""36 The district court said only that future improvements are ""possible""—it did not attempt to assess costs and benefits."
"1-100/United States v. Abbott, 87 F.4th 616","Navigable waters include those that are not presently used as highways for commerce but could be after reasonable improvements.34 Key is the word ""reasonable.""35 That is, ""[t]here must be a balance between cost and need at a time when the improvement would be useful.""36 The district court said only that future improvements are ""possible""—it did not attempt to assess costs and benefits. But how could it?"
"1-100/United States v. Abbott, 87 F.4th 616","But how could it? The United States has presented no evidence of costs or commercial [*642] benefits.37 The record thus does not support the district court's holding that the Rio Grande segment is navigable because reasonable improvements could make it suitable for commerce. * * * Because the United States cannot show that this segment is navigable, based on historical evidence or on future reasonable improvements, its RHA claim cannot succeed.38 The United States thus fails to show [**49] a likelihood of success on the merits—""the most important of the preliminary injunction factors.""39 II The United States fares no better on the last three preliminary injunctions factors: It has not shown that it ""is likely to suffer irreparable harm in the absence of preliminary relief, that the balance of equities tips in [its] favor, and that an injunction is in the public interest.""40 The district court erred in concluding that the United States was likely to suffer irreparable harm without the preliminary injunction."
"1-100/United States v. Abbott, 87 F.4th 616","The United States has presented no evidence of costs or commercial [*642] benefits.37 The record thus does not support the district court's holding that the Rio Grande segment is navigable because reasonable improvements could make it suitable for commerce. * * * Because the United States cannot show that this segment is navigable, based on historical evidence or on future reasonable improvements, its RHA claim cannot succeed.38 The United States thus fails to show [**49] a likelihood of success on the merits—""the most important of the preliminary injunction factors.""39 II The United States fares no better on the last three preliminary injunctions factors: It has not shown that it ""is likely to suffer irreparable harm in the absence of preliminary relief, that the balance of equities tips in [its] favor, and that an injunction is in the public interest.""40 The district court erred in concluding that the United States was likely to suffer irreparable harm without the preliminary injunction. Critically, it is entirely unclear how the injunction alleviates the United States' diplomatic harms."
"1-100/United States v. Abbott, 87 F.4th 616","Critically, it is entirely unclear how the injunction alleviates the United States' diplomatic harms. The record indicates that the alleged harms arise from the ""construction and presence"" of the barrier and that Mexico has demanded the barrier's ""prompt removal."" The preliminary injunction, however, requires Texas to shift the barrier to the Texas bank, not remove it from the river."
"1-100/United States v. Abbott, 87 F.4th 616","The record indicates that the alleged harms arise from the ""construction and presence"" of the barrier and that Mexico has demanded the barrier's ""prompt removal."" The preliminary injunction, however, requires Texas to shift the barrier to the Texas bank, not remove it from the river. If the district court credited the United States' allegations of harm, then it should have ordered the barrier to be not just moved but removed."
"1-100/United States v. Abbott, 87 F.4th 616","If the district court credited the United States' allegations of harm, then it should have ordered the barrier to be not just moved but removed. Only complete removal would eliminate the ""construction and presence"" of the barrier and meet Mexico's demands."
"1-100/United States v. Abbott, 87 F.4th 616","Only complete removal would eliminate the ""construction and presence"" of the barrier and meet Mexico's demands. The district court's [**50] justification is unsatisfying: It suggested only that ordering removal would not be a ""measured"" response suitable for the preliminary injunction stage, wholly ignoring the mismatch between the United States' alleged harms and the remedy it prescribed."
"1-100/United States v. Abbott, 87 F.4th 616","The district court's [**50] justification is unsatisfying: It suggested only that ordering removal would not be a ""measured"" response suitable for the preliminary injunction stage, wholly ignoring the mismatch between the United States' alleged harms and the remedy it prescribed. That the district court entered a preliminary injunction that is nonresponsive to the United States' alleged diplomatic harms suggests that those harms are merely speculative.41 The United States also fails to show that the balance of the equities and the public interest favor granting the injunction."
"1-100/United States v. Abbott, 87 F.4th 616","That the district court entered a preliminary injunction that is nonresponsive to the United States' alleged diplomatic harms suggests that those harms are merely speculative.41 The United States also fails to show that the balance of the equities and the public interest favor granting the injunction. The district court erroneously identified three reasons that it said favor the United States: the barrier threatens human life and safety, impairs navigation, and violates the RHA."
"1-100/United States v. Abbott, 87 F.4th 616","The district court erroneously identified three reasons that it said favor the United States: the barrier threatens human life and safety, impairs navigation, and violates the RHA. First, Texas and the district court disagree about the barrier's safety and usefulness for deterring drug trafficking."
"1-100/United States v. Abbott, 87 F.4th 616","First, Texas and the district court disagree about the barrier's safety and usefulness for deterring drug trafficking. Texas argues that the barrier ""was designed . . . to save lives and direct migrants to appropriate . . . points of entry while deterring unlawful, dangerous crossings; drug smuggling; human trafficking; and terrorist infiltration"" at ""one of the most [*643] active drug-trafficking and human-trafficking hotspots on the river."" At this stage, however, [**51] Texas has not offered concrete evidence that the barrier has saved lives or reduced illegal crossings and drug trafficking."
